timestamp,pi3_ram_used_mb,pi3_ram_avail_mb,pi3_load,pi3_articles,pi3_pending,pi3_sent,pi4_ram_used_mb,pi4_ram_avail_mb,pi4_load,pi4_articles,pi4_pending_jobs,pi4_completed_jobs,pi4_failed_jobs,pi4_analyses,pi4_active_events,pi4_expired_events,disk_used_pi3,disk_used_pi4
2026-09-02T06:12:02.131026+00:00,360,544,"0.00, 0.00, 0.00",0,0,0,743,3052,"0.02, 0.34, 0.48",0,0,0,0,0,0,0,5276,9267
2026-09-02T06:12:18.812842+00:00,361,543,"0.00, 0.00, 0.00",84,0,84,743,3052,"0.01, 0.32, 0.47",86,84,84,0,84,4,8,5276,9267
2026-09-02T06:15:04.487547+00:00,326,579,"1.72, 0.65, 0.24",84,0,84,0,0,"0",0,0,0,0,0,0,0,5766,0
2026-09-02T06:20:03.438547+00:00,337,567,"0.02, 0.33, 0.22",84,0,84,478,3317,"0.03, 0.25, 0.15",86,84,84,0,84,4,8,5765,9267
2026-09-02T06:25:03.657767+00:00,314,590,"0.01, 0.13, 0.16",84,0,84,454,3340,"0.16, 0.20, 0.15",86,84,84,0,84,4,8,5765,9267
2026-09-02T06:30:03.533267+00:00,311,593,"0.02, 0.05, 0.11",85,0,85,647,3148,"3.32, 1.28, 0.54",87,85,84,0,84,4,8,5765,9267
2026-09-02T06:35:03.107678+00:00,316,588,"0.18, 0.08, 0.10",85,0,85,477,3318,"0.40, 0.84, 0.59",87,85,85,0,85,4,8,5765,9267
2026-09-02T06:40:03.977084+00:00,313,591,"0.00, 0.02, 0.06",86,0,86,650,3144,"3.45, 1.56, 0.88",88,86,85,0,85,4,8,5765,9267
2026-09-02T06:45:03.579905+00:00,318,586,"0.08, 0.02, 0.04",87,0,87,472,3323,"1.87, 2.50, 1.54",89,87,87,0,87,4,8,5765,9267
2026-09-02T06:50:04.181113+00:00,317,587,"0.04, 0.01, 0.02",88,0,88,473,3322,"1.81, 2.46, 1.78",90,88,88,0,88,4,8,5765,9267
2026-09-02T06:55:03.925283+00:00,313,591,"0.12, 0.03, 0.01",88,0,88,476,3319,"0.01, 0.89, 1.27",90,88,88,0,88,4,8,5765,9267
2026-09-02T07:00:18.332058+00:00,312,592,"0.00, 0.00, 0.00",88,0,88,477,3318,"0.20, 0.42, 0.95",90,88,88,0,88,4,8,5765,9267
2026-09-02T07:05:03.770117+00:00,314,590,"0.04, 0.01, 0.00",89,0,89,478,3317,"2.70, 2.14, 1.54",91,89,89,0,89,4,8,5765,9267
2026-09-02T07:10:03.033583+00:00,315,589,"0.00, 0.00, 0.00",89,0,89,482,3312,"0.04, 0.90, 1.17",91,89,89,0,89,4,8,5765,9267
2026-09-02T07:15:03.724353+00:00,312,592,"0.06, 0.02, 0.00",90,0,90,487,3308,"2.73, 2.02, 1.54",92,90,90,0,90,4,8,5765,9267
2026-09-02T07:20:04.472755+00:00,318,586,"0.00, 0.00, 0.00",90,0,90,501,3294,"0.15, 0.80, 1.13",92,90,90,0,90,4,8,5765,9267
2026-09-02T07:25:04.114752+00:00,317,587,"0.00, 0.00, 0.00",91,0,91,686,3108,"0.39, 0.37, 0.84",93,91,90,0,90,4,8,5765,9267
2026-09-02T07:30:02.778087+00:00,312,592,"0.00, 0.00, 0.00",92,0,92,649,3146,"0.51, 1.29, 1.20",94,92,91,0,91,4,8,5765,9267
2026-09-02T07:35:03.201175+00:00,311,593,"0.00, 0.00, 0.00",92,0,92,500,3295,"0.48, 1.66, 1.48",94,92,92,0,92,4,8,5765,9267
2026-09-02T07:40:03.117932+00:00,312,592,"0.00, 0.00, 0.00",92,0,92,503,3292,"0.14, 0.70, 1.10",94,92,92,0,92,4,8,5765,9267
2026-09-02T07:45:03.029083+00:00,314,590,"0.00, 0.00, 0.00",92,0,92,504,3290,"0.00, 0.25, 0.79",94,92,92,0,92,4,8,5765,9267
2026-09-02T07:50:03.335754+00:00,315,589,"0.02, 0.01, 0.00",92,0,92,509,3286,"0.00, 0.08, 0.56",94,92,92,0,92,3,9,5765,9267
2026-09-02T07:55:03.187619+00:00,312,592,"0.02, 0.01, 0.00",92,0,92,508,3287,"0.26, 0.17, 0.45",94,92,92,0,92,3,9,5765,9267
2026-09-02T08:00:03.334183+00:00,315,589,"0.07, 0.05, 0.01",92,0,92,519,3276,"0.13, 0.15, 0.35",94,92,92,0,92,3,9,5765,9267
2026-09-02T08:05:04.378543+00:00,318,586,"0.00, 0.01, 0.00",92,0,92,507,3288,"0.01, 0.07, 0.25",94,92,92,0,92,3,9,5765,9267
2026-09-02T08:10:03.996531+00:00,313,591,"0.00, 0.00, 0.00",92,0,92,509,3286,"0.00, 0.02, 0.17",94,92,92,0,92,3,9,5765,9267
2026-09-02T08:15:03.642179+00:00,316,588,"0.00, 0.00, 0.00",92,0,92,509,3286,"0.02, 0.01, 0.12",94,92,92,0,92,3,9,5765,9267
2026-09-02T08:20:03.886563+00:00,320,585,"0.00, 0.00, 0.00",93,0,93,689,3106,"4.05, 1.48, 0.62",95,93,92,0,92,3,9,5765,9267
2026-09-02T08:25:33.503388+00:00,317,588,"0.08, 0.02, 0.01",93,0,93,507,3288,"0.28, 1.09, 0.79",95,93,93,0,93,3,9,5765,9267
2026-09-02T08:30:03.435002+00:00,316,588,"0.08, 0.02, 0.01",93,0,93,516,3279,"0.30, 0.60, 0.65",95,93,93,0,93,3,9,5765,9267
2026-09-02T08:35:03.895813+00:00,317,587,"0.08, 0.02, 0.01",94,0,94,514,3281,"3.59, 2.32, 1.33",96,94,94,0,94,3,9,5765,9267
2026-09-02T08:40:03.137281+00:00,316,588,"0.02, 0.01, 0.00",94,0,94,518,3277,"0.53, 1.08, 1.05",96,94,94,0,94,3,9,5765,9267
2026-09-02T08:45:13.306836+00:00,319,585,"0.00, 0.00, 0.00",94,0,94,517,3278,"0.11, 0.51, 0.81",96,94,94,0,94,3,9,5765,9267
2026-09-02T08:50:35.274863+00:00,314,590,"0.00, 0.00, 0.00",94,0,94,514,3280,"0.07, 0.20, 0.58",96,94,94,0,94,3,9,5765,9267
2026-09-02T08:55:15.739856+00:00,316,589,"0.00, 0.00, 0.00",94,0,94,524,3271,"0.14, 0.30, 0.52",96,94,94,0,94,3,9,5765,9267
2026-09-02T09:00:05.138564+00:00,314,590,"0.12, 0.03, 0.01",95,0,95,698,3097,"3.34, 1.33, 0.82",97,95,94,0,94,3,9,5765,9267
2026-09-02T09:05:08.111260+00:00,316,588,"0.01, 0.02, 0.00",95,0,95,521,3274,"0.10, 0.95, 0.86",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:10:17.912090+00:00,314,590,"0.00, 0.00, 0.00",95,0,95,515,3280,"0.00, 0.33, 0.60",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:15:17.632865+00:00,318,586,"0.01, 0.02, 0.00",95,0,95,516,3279,"0.11, 0.14, 0.44",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:20:14.988968+00:00,318,586,"0.00, 0.01, 0.00",95,0,95,518,3277,"0.00, 0.04, 0.31",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:25:21.099134+00:00,318,586,"0.08, 0.03, 0.01",95,0,95,521,3274,"0.05, 0.11, 0.25",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:30:24.085557+00:00,316,588,"0.04, 0.02, 0.00",95,0,95,516,3278,"0.26, 0.17, 0.24",97,95,95,0,95,3,9,5765,9267
2026-09-02T09:35:29.631299+00:00,318,586,"0.00, 0.00, 0.00",96,0,96,519,3276,"0.68, 1.44, 0.86",98,96,96,0,96,3,9,5765,9267
2026-09-02T09:40:21.413203+00:00,319,585,"0.00, 0.00, 0.00",96,0,96,521,3274,"0.03, 0.56, 0.63",98,96,96,0,96,3,9,5765,9267
2026-09-02T09:45:15.142036+00:00,319,586,"0.00, 0.01, 0.00",96,0,96,516,3278,"0.09, 0.28, 0.48",98,96,96,0,96,3,9,5765,9267
2026-09-02T09:50:19.242525+00:00,315,589,"0.00, 0.00, 0.00",97,0,97,701,3094,"3.13, 1.12, 0.70",99,97,96,0,96,3,9,5765,9267
2026-09-02T09:55:15.785735+00:00,317,587,"0.05, 0.02, 0.00",97,0,97,530,3265,"0.16, 1.03, 0.85",99,97,97,0,97,3,9,5765,9267
2026-09-02T10:00:07.284954+00:00,317,587,"0.00, 0.00, 0.00",98,0,98,709,3085,"3.83, 2.24, 1.35",100,98,97,0,97,3,9,5765,9267
2026-09-02T10:05:05.353947+00:00,317,587,"0.01, 0.05, 0.02",99,0,99,710,3085,"4.00, 2.63, 1.67",101,99,98,0,98,3,9,5765,9267
2026-09-02T10:10:18.593544+00:00,317,587,"0.09, 0.05, 0.01",99,0,99,529,3266,"0.02, 0.96, 1.21",101,99,99,0,99,3,9,5765,9267
2026-09-02T10:15:03.891391+00:00,318,586,"0.00, 0.01, 0.00",99,0,99,530,3265,"0.39, 0.49, 0.93",101,99,99,0,99,3,9,5765,9267
2026-09-02T10:20:04.670274+00:00,318,586,"0.00, 0.00, 0.00",100,0,100,711,3084,"3.31, 1.39, 1.12",102,100,99,0,99,3,9,5765,9267
2026-09-02T10:25:03.540156+00:00,317,587,"0.01, 0.00, 0.00",100,0,100,527,3267,"0.52, 1.12, 1.13",102,100,100,0,100,3,9,5765,9267
2026-09-02T10:30:04.484462+00:00,315,589,"0.22, 0.06, 0.02",101,0,101,711,3084,"4.33, 2.20, 1.50",103,101,100,0,100,3,9,5765,9267
2026-09-02T10:35:05.380067+00:00,317,588,"0.00, 0.02, 0.00",103,0,103,710,3085,"4.01, 3.38, 2.22",105,103,102,0,102,3,9,5765,9267
2026-09-02T10:40:04.800738+00:00,316,588,"0.08, 0.02, 0.01",104,0,104,709,3086,"3.14, 2.73, 2.25",106,104,103,0,103,3,9,5765,9267
2026-09-02T10:45:03.818980+00:00,315,590,"0.10, 0.03, 0.01",104,0,104,528,3267,"0.29, 1.61, 1.96",106,104,104,0,104,3,9,5765,9267
2026-09-02T10:50:03.529075+00:00,316,588,"0.00, 0.01, 0.00",104,0,104,530,3265,"0.13, 0.74, 1.48",106,104,104,0,104,3,9,5765,9267
2026-09-02T10:55:03.129874+00:00,316,588,"0.00, 0.00, 0.00",104,0,104,529,3265,"0.00, 0.27, 1.06",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:00:04.425315+00:00,318,586,"0.00, 0.00, 0.00",104,0,104,529,3266,"0.00, 0.09, 0.76",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:05:03.636088+00:00,320,584,"0.05, 0.01, 0.00",104,0,104,533,3262,"0.00, 0.02, 0.54",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:10:04.915074+00:00,318,586,"0.00, 0.00, 0.00",104,0,104,529,3266,"0.02, 0.06, 0.41",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:15:03.631481+00:00,318,586,"0.00, 0.00, 0.00",104,0,104,538,3257,"0.05, 0.06, 0.31",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:20:04.940188+00:00,318,586,"0.00, 0.00, 0.00",104,0,104,538,3257,"0.02, 0.05, 0.23",106,104,104,0,104,3,9,5765,9267
2026-09-02T11:25:03.795222+00:00,317,587,"0.09, 0.03, 0.01",105,0,105,536,3259,"1.94, 1.58, 0.83",107,105,105,0,105,3,9,5765,9267
2026-09-02T11:30:04.091167+00:00,317,587,"0.00, 0.01, 0.00",105,0,105,536,3259,"0.05, 0.67, 0.64",107,105,105,0,105,3,9,5765,9267
2026-09-02T11:35:04.187818+00:00,317,587,"0.00, 0.00, 0.00",105,0,105,537,3258,"0.00, 0.24, 0.46",107,105,105,0,105,3,9,5765,9267
2026-09-02T11:40:06.347197+00:00,316,588,"0.00, 0.00, 0.00",105,0,105,542,3252,"0.00, 0.08, 0.32",107,105,105,0,105,3,9,5765,9267
2026-09-02T11:45:04.013897+00:00,315,589,"0.00, 0.00, 0.00",106,0,106,718,3077,"3.62, 1.50, 0.78",108,106,105,0,105,3,9,5765,9267
2026-09-02T11:50:04.683471+00:00,316,588,"0.00, 0.00, 0.00",106,0,106,537,3258,"0.14, 0.86, 0.74",108,106,106,0,106,3,9,5765,9267
2026-09-02T11:55:03.820672+00:00,319,585,"0.02, 0.01, 0.00",106,0,106,536,3259,"0.07, 0.32, 0.53",108,106,106,0,106,3,9,5765,9267
2026-09-02T12:00:07.603856+00:00,316,588,"0.02, 0.01, 0.00",107,0,107,543,3252,"1.28, 1.63, 1.08",109,107,107,0,107,3,9,5765,9267
2026-09-02T12:05:03.829588+00:00,319,586,"0.03, 0.01, 0.00",108,0,108,545,3250,"3.84, 2.46, 1.51",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:10:05.859041+00:00,319,585,"0.00, 0.00, 0.00",108,0,108,538,3257,"0.11, 0.95, 1.10",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:15:05.385245+00:00,319,585,"0.00, 0.00, 0.00",108,0,108,538,3256,"0.00, 0.35, 0.79",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:20:05.139436+00:00,317,587,"0.00, 0.00, 0.00",108,0,108,538,3257,"0.00, 0.13, 0.57",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:25:03.548704+00:00,319,585,"0.00, 0.00, 0.00",108,0,108,537,3258,"0.00, 0.04, 0.40",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:30:03.526485+00:00,318,586,"0.01, 0.00, 0.00",108,0,108,538,3257,"0.23, 0.11, 0.32",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:35:17.232071+00:00,318,586,"0.00, 0.00, 0.00",108,0,108,538,3257,"0.02, 0.08, 0.24",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:40:04.044124+00:00,315,589,"0.00, 0.00, 0.00",108,0,108,545,3250,"0.04, 0.08, 0.19",110,108,108,0,108,3,9,5765,9267
2026-09-02T12:45:04.619866+00:00,316,588,"0.00, 0.00, 0.00",109,0,109,547,3248,"1.18, 1.47, 0.80",111,109,109,0,109,3,9,5765,9267
2026-09-02T12:50:04.474275+00:00,316,588,"0.02, 0.01, 0.00",109,0,109,548,3247,"0.09, 0.57, 0.59",111,109,109,0,109,3,9,5765,9267
2026-09-02T12:55:04.314094+00:00,319,585,"0.03, 0.02, 0.00",109,0,109,546,3249,"0.01, 0.25, 0.44",111,109,109,0,109,3,9,5765,9267
2026-09-02T13:00:04.768952+00:00,320,584,"0.00, 0.00, 0.00",109,0,109,547,3248,"0.00, 0.08, 0.31",111,109,109,0,109,3,9,5765,9267
2026-09-02T13:05:04.195480+00:00,316,588,"0.00, 0.00, 0.00",109,0,109,545,3249,"0.00, 0.02, 0.21",111,109,109,0,109,3,9,5765,9267
2026-09-02T13:10:06.414620+00:00,313,591,"0.05, 0.01, 0.00",109,0,109,546,3249,"0.00, 0.00, 0.14",111,109,109,0,109,3,9,5765,9267
2026-09-02T13:15:04.538545+00:00,317,587,"0.00, 0.00, 0.00",110,0,110,545,3250,"0.68, 1.34, 0.77",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:20:04.032926+00:00,316,588,"0.00, 0.00, 0.00",110,0,110,545,3249,"0.11, 0.55, 0.58",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:25:04.254360+00:00,316,588,"0.05, 0.01, 0.00",110,0,110,550,3244,"0.10, 0.29, 0.45",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:30:09.953320+00:00,319,586,"0.00, 0.00, 0.00",110,0,110,554,3241,"0.17, 0.16, 0.34",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:35:04.256908+00:00,317,587,"0.01, 0.02, 0.00",110,0,110,547,3248,"0.06, 0.12, 0.27",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:40:04.143233+00:00,317,587,"0.03, 0.01, 0.00",110,0,110,546,3249,"0.01, 0.06, 0.19",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:45:05.770656+00:00,320,584,"0.02, 0.01, 0.00",110,0,110,546,3249,"0.00, 0.01, 0.13",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:50:03.621463+00:00,319,585,"0.08, 0.02, 0.01",110,0,110,550,3245,"0.00, 0.00, 0.08",112,110,110,0,110,3,9,5765,9267
2026-09-02T13:55:04.133460+00:00,322,582,"0.15, 0.04, 0.01",110,0,110,547,3248,"0.17, 0.09, 0.09",112,110,110,0,110,3,9,5765,9267
2026-09-02T14:00:03.951953+00:00,319,585,"0.00, 0.00, 0.00",110,0,110,557,3238,"0.00, 0.02, 0.06",112,110,110,0,110,3,9,5765,9267
2026-09-02T14:05:04.869825+00:00,320,584,"0.05, 0.03, 0.00",110,0,110,557,3238,"0.00, 0.00, 0.03",112,110,110,0,110,3,9,5765,9267
2026-09-02T14:10:04.314970+00:00,321,583,"0.00, 0.02, 0.00",110,0,110,563,3232,"0.00, 0.00, 0.00",112,110,110,0,110,3,9,5765,9267
2026-09-02T14:15:05.904176+00:00,318,586,"0.02, 0.03, 0.00",111,0,111,736,3059,"3.47, 1.27, 0.46",113,111,110,0,110,3,9,5765,9267
2026-09-02T14:20:04.099010+00:00,320,584,"0.01, 0.02, 0.00",111,0,111,567,3227,"0.09, 0.87, 0.57",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:25:03.599916+00:00,318,586,"0.00, 0.00, 0.00",111,0,111,555,3240,"0.04, 0.33, 0.40",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:30:04.448490+00:00,321,583,"0.00, 0.00, 0.00",111,0,111,557,3238,"0.06, 0.22, 0.33",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:35:05.314621+00:00,319,585,"0.01, 0.01, 0.00",111,0,111,558,3237,"0.37, 0.18, 0.27",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:40:04.204866+00:00,318,586,"0.00, 0.00, 0.00",111,0,111,556,3239,"0.00, 0.09, 0.20",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:45:03.524035+00:00,319,586,"0.00, 0.00, 0.00",111,0,111,556,3239,"0.00, 0.02, 0.14",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:50:04.263511+00:00,323,581,"0.03, 0.01, 0.00",111,0,111,556,3239,"0.00, 0.00, 0.08",113,111,111,0,111,3,9,5765,9267
2026-09-02T14:55:04.806571+00:00,318,586,"0.05, 0.02, 0.00",111,0,111,556,3239,"0.02, 0.01, 0.06",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:00:03.593229+00:00,323,581,"0.00, 0.01, 0.00",111,0,111,555,3239,"0.26, 0.22, 0.14",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:05:03.570304+00:00,324,580,"0.00, 0.00, 0.00",111,0,111,559,3236,"0.01, 0.09, 0.09",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:10:03.881779+00:00,323,581,"0.07, 0.02, 0.00",111,0,111,555,3240,"0.01, 0.04, 0.07",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:15:04.208007+00:00,321,584,"0.06, 0.01, 0.00",111,0,111,555,3239,"0.04, 0.03, 0.05",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:20:04.254654+00:00,319,585,"0.03, 0.01, 0.00",111,0,111,565,3230,"0.09, 0.09, 0.07",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:25:04.664537+00:00,320,584,"0.00, 0.00, 0.00",111,0,111,566,3229,"0.10, 0.19, 0.13",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:30:03.843818+00:00,319,586,"0.08, 0.02, 0.01",111,0,111,569,3226,"0.36, 0.16, 0.11",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:35:04.171631+00:00,322,582,"0.00, 0.00, 0.00",111,0,111,566,3229,"0.06, 0.11, 0.10",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:40:03.355569+00:00,320,584,"0.00, 0.00, 0.00",111,0,111,569,3226,"0.07, 0.11, 0.09",113,111,111,0,111,3,9,5765,9267
2026-09-02T15:45:03.866987+00:00,319,586,"0.00, 0.00, 0.00",112,0,112,744,3051,"3.68, 1.61, 0.67",114,112,111,0,111,3,9,5765,9267
2026-09-02T15:50:04.763997+00:00,322,582,"0.08, 0.02, 0.01",112,0,112,563,3232,"0.04, 0.74, 0.57",114,112,112,0,112,3,9,5765,9267
2026-09-02T15:55:04.868516+00:00,321,583,"0.08, 0.02, 0.01",112,0,112,563,3232,"0.00, 0.26, 0.40",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:00:04.370185+00:00,319,585,"0.00, 0.01, 0.00",112,0,112,565,3230,"0.30, 0.22, 0.33",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:05:04.199645+00:00,320,584,"0.00, 0.00, 0.00",112,0,112,565,3230,"0.08, 0.22, 0.30",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:10:05.230423+00:00,319,585,"0.00, 0.00, 0.00",112,0,112,563,3232,"0.00, 0.07, 0.21",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:15:05.023084+00:00,317,587,"0.01, 0.02, 0.00",112,0,112,568,3227,"0.00, 0.02, 0.14",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:20:03.801087+00:00,317,587,"0.00, 0.00, 0.00",112,0,112,578,3217,"0.24, 0.11, 0.13",114,112,112,0,112,3,9,5765,9267
2026-09-02T16:25:04.471146+00:00,322,582,"0.00, 0.00, 0.00",114,0,114,749,3046,"3.92, 2.54, 1.19",116,114,113,0,113,3,9,5765,9267
2026-09-02T16:30:04.326005+00:00,319,585,"0.00, 0.00, 0.00",115,0,115,748,3047,"3.83, 3.02, 1.75",117,115,114,0,114,3,9,5765,9267
2026-09-02T16:35:03.896716+00:00,321,583,"0.00, 0.00, 0.00",115,0,115,566,3229,"0.03, 1.17, 1.30",117,115,115,0,115,3,9,5765,9267
2026-09-02T16:40:05.685883+00:00,319,585,"0.01, 0.01, 0.00",115,0,115,577,3218,"0.26, 0.51, 0.96",117,115,115,0,115,3,9,5765,9267
2026-09-02T16:45:04.267338+00:00,318,586,"0.00, 0.00, 0.00",115,0,115,578,3217,"0.11, 0.41, 0.81",117,115,115,0,115,3,9,5765,9267
2026-09-02T16:50:04.297238+00:00,318,586,"0.00, 0.00, 0.00",115,0,115,576,3219,"0.00, 0.14, 0.57",117,115,115,0,115,3,9,5765,9267
